Time	(16) Kp*error	(21) Kd*de/dt	(22) Kp*e+Kd*de/dt CW	
1.98	-0.04890608	-0.05675197	-0.04521359	
1.9802	-0.04890608	-0.0567527	-0.04521429	
1.9804	-0.04890608	-0.05675342	-0.04521498	
1.9806	-0.04890608	-0.05675415	-0.04521568	
1.9808	-0.04890608	-0.05675488	-0.04521637	
1.981	-0.04890608	-0.05675561	-0.04521707	
1.9812	-0.04890608	-0.05675634	-0.04521776	
1.9814	-0.04890608	-0.05675706	-0.04521846	
1.9816	-0.04890608	-0.05675779	-0.04521915	
1.9818	-0.04890608	-0.05675852	-0.04521984	
1.982	-0.04890608	-0.05675925	-0.04522054	
1.9822	-0.04890608	-0.05675997	-0.04522123	
1.9824	-0.04890608	-0.0567607	-0.04522192	
1.9826	-0.04890608	-0.05676142	-0.04522262	
1.9828	-0.04890608	-0.05676215	-0.04522331	
1.983	-0.04890608	-0.05676288	-0.045224	
1.9832	-0.04890608	-0.0567636	-0.0452247	
1.9834	-0.04890608	-0.05676433	-0.04522539	
1.9836	-0.04890608	-0.05676506	-0.04522608	
1.9838	-0.04890608	-0.05676578	-0.04522678	
1.984	-0.04890608	-0.05676651	-0.04522746	
1.9842	-0.04890608	-0.05676723	-0.04522816	
1.9844	-0.04890608	-0.05676796	-0.04522885	
1.9846	-0.04890608	-0.05676868	-0.04522954	
1.9848	-0.04890608	-0.05676941	-0.04523023	
1.985	-0.04890608	-0.05677013	-0.04523093	
1.9852	-0.04890608	-0.05677086	-0.04523161	
1.9854	-0.04890608	-0.05677158	-0.04523231	
1.9856	-0.04890608	-0.0567723	-0.045233	
1.9858	-0.04890608	-0.05677303	-0.04523369	
1.986	-0.04890608	-0.05677375	-0.04523438	
1.9862	-0.04890608	-0.05677447	-0.04523507	
1.9864	-0.04890608	-0.0567752	-0.04523576	
1.9866	-0.04890608	-0.05677592	-0.04523645	
1.9868	-0.04890608	-0.05677665	-0.04523714	
1.987	-0.04890608	-0.05677737	-0.04523783	
1.9872	-0.04890608	-0.05677809	-0.04523852	
1.9874	-0.04890608	-0.05677881	-0.04523921	
1.9876	-0.04890608	-0.05677954	-0.0452399	
1.9878	-0.04890608	-0.05678026	-0.04524059	
1.988	-0.04890608	-0.05678098	-0.04524128	
1.9882	-0.04890608	-0.0567817	-0.04524197	
1.9884	-0.04890608	-0.05678242	-0.04524266	
1.9886	-0.04890608	-0.05678314	-0.04524335	
1.9888	-0.04890608	-0.05678387	-0.04524403	
1.989	-0.04890608	-0.05678459	-0.04524472	
1.9892	-0.04890608	-0.05678531	-0.04524541	
1.9894	-0.04890608	-0.05678603	-0.04524609	
1.9896	-0.04890608	-0.05678675	-0.04524678	
1.9898	-0.04890608	-0.05678747	-0.04524747	
1.99	-0.04890608	-0.05678819	-0.04524816	
1.9902	-0.04890608	-0.05678891	-0.04524885	
1.9904	-0.04890608	-0.05678963	-0.04524953	
1.9906	-0.04890608	-0.05679035	-0.04525022	
1.9908	-0.04890608	-0.05679107	-0.04525091	
1.991	-0.04890608	-0.05679179	-0.04525159	
1.9912	-0.04890608	-0.05679251	-0.04525228	
1.9914	-0.04890608	-0.05679323	-0.04525297	
1.9916	-0.04890608	-0.05679395	-0.04525365	
1.9918	-0.04890608	-0.05679467	-0.04525434	
1.992	-0.04890608	-0.05679538	-0.04525502	
1.9922	-0.04890608	-0.0567961	-0.04525571	
1.9924	-0.04890608	-0.05679682	-0.0452564	
1.9926	-0.04890608	-0.05679754	-0.04525708	
1.9928	-0.04890608	-0.05679826	-0.04525777	
1.993	-0.04890608	-0.05679898	-0.04525845	
1.9932	-0.04890608	-0.05679969	-0.04525914	
1.9934	-0.04890608	-0.05680041	-0.04525982	
1.9936	-0.04890608	-0.05680113	-0.04526051	
1.9938	-0.04890608	-0.05680184	-0.04526119	
1.994	-0.04890608	-0.05680256	-0.04526187	
1.9942	-0.04890608	-0.05680328	-0.04526256	
1.9944	-0.04890608	-0.05680399	-0.04526325	
1.9946	-0.04890608	-0.05680471	-0.04526393	
1.9948	-0.04890608	-0.05680543	-0.04526461	
1.995	-0.04890608	-0.05680614	-0.04526529	
1.9952	-0.04890608	-0.05680686	-0.04526598	
1.9954	-0.04890608	-0.05680757	-0.04526666	
1.9956	-0.04890608	-0.05680829	-0.04526735	
1.9958	-0.04890608	-0.056809	-0.04526803	
1.996	-0.04890608	-0.05680972	-0.04526871	
1.9962	-0.04890608	-0.05681043	-0.04526939	
1.9964	-0.04890608	-0.05681115	-0.04527008	
1.9966	-0.04890608	-0.05681187	-0.04527076	
1.9968	-0.04890608	-0.05681258	-0.04527144	
1.997	-0.04890608	-0.05681329	-0.04527212	
1.9972	-0.04890608	-0.05681401	-0.0452728	
1.9974	-0.04890608	-0.05681472	-0.04527349	
1.9976	-0.04890608	-0.05681544	-0.04527417	
1.9978	-0.04890608	-0.05681615	-0.04527485	
1.998	-0.04890608	-0.05681686	-0.04527553	
1.9982	-0.04890608	-0.05681758	-0.04527621	
1.9984	-0.04890608	-0.05681829	-0.04527689	
1.9986	-0.04890608	-0.056819	-0.04527757	
1.9988	-0.04890608	-0.05681971	-0.04527825	
1.999	-0.04890608	-0.05682043	-0.04527894	
1.9992	-0.04890608	-0.05682114	-0.04527961	
1.9994	-0.04890608	-0.05682185	-0.0452803	
1.9996	-0.04890608	-0.05682256	-0.04528097	
1.9998	-0.04890608	-0.05682328	-0.04528166	
2	-0.04890608	-0.05682399	-0.04528233	
2.0002	-0.04890608	-0.0568247	-0.04528302	
2.0004	-0.04890608	-0.05682541	-0.04528369	
2.0006	-0.04890608	-0.05682613	-0.04528437	
2.0008	-0.04890608	-0.05682683	-0.04528505	
2.001	-0.04890608	-0.05682755	-0.04528573	
2.0012	-0.04890608	-0.05682826	-0.04528641	
2.0014	-0.04890608	-0.05682897	-0.04528709	
2.0016	-0.04890608	-0.05682968	-0.04528777	
2.0018	-0.04890608	-0.05683039	-0.04528844	
2.002	-0.04890608	-0.0568311	-0.04528912	
2.0022	-0.04890608	-0.05683181	-0.0452898	
2.0024	-0.04890608	-0.05683252	-0.04529048	
2.0026	-0.04890608	-0.05683323	-0.04529116	
2.0028	-0.04890608	-0.05683394	-0.04529183	
2.003	-0.04890608	-0.05683465	-0.04529251	
2.0032	-0.04890608	-0.05683536	-0.04529319	
2.0034	-0.04890608	-0.05683606	-0.04529387	
2.0036	-0.04890608	-0.05683677	-0.04529454	
2.0038	-0.04890608	-0.05683748	-0.04529522	
2.004	-0.04890608	-0.05683819	-0.0452959	
2.0042	-0.04890608	-0.0568389	-0.04529657	
2.0044	-0.04890608	-0.05683961	-0.04529725	
2.0046	-0.04890608	-0.05684032	-0.04529792	
2.0048	-0.04890608	-0.05684102	-0.0452986	
2.005	-0.04890608	-0.05684173	-0.04529928	
2.0052	-0.04890608	-0.05684244	-0.04529995	
2.0054	-0.04890608	-0.05684315	-0.04530063	
2.0056	-0.04890608	-0.05684385	-0.0453013	
2.0058	-0.04890608	-0.05684456	-0.04530198	
2.006	-0.04890608	-0.05684527	-0.04530266	
2.0062	-0.04890608	-0.05684597	-0.04530333	
2.0064	-0.04890608	-0.05684668	-0.045304	
2.0066	-0.04890608	-0.05684739	-0.04530468	
2.0068	-0.04890608	-0.05684809	-0.04530535	
2.007	-0.04890608	-0.0568488	-0.04530603	
2.0072	-0.04890608	-0.05684951	-0.0453067	
2.0074	-0.04890608	-0.05685021	-0.04530738	
2.0076	-0.04890608	-0.05685092	-0.04530805	
2.0078	-0.04890608	-0.05685162	-0.04530872	
2.008	-0.04890608	-0.05685233	-0.04530939	
2.0082	-0.04890608	-0.05685303	-0.04531007	
2.0084	-0.04890608	-0.05685374	-0.04531074	
2.0086	-0.04890608	-0.05685444	-0.04531142	
2.0088	-0.04890608	-0.05685515	-0.04531209	
2.009	-0.04890608	-0.05685585	-0.04531276	
2.0092	-0.04890608	-0.05685655	-0.04531343	
2.0094	-0.04890608	-0.05685726	-0.04531411	
2.0096	-0.04890608	-0.05685796	-0.04531478	
2.0098	-0.04890608	-0.05685867	-0.04531545	
2.01	-0.04890608	-0.05685937	-0.04531612	
2.0102	-0.04890608	-0.05686007	-0.0453168	
2.0104	-0.04890608	-0.05686077	-0.04531747	
2.0106	-0.04890608	-0.05686148	-0.04531814	
2.0108	-0.04890608	-0.05686218	-0.04531881	
2.011	-0.04890608	-0.05686289	-0.04531948	
2.0112	-0.04890608	-0.05686359	-0.04532015	
2.0114	-0.04890608	-0.05686429	-0.04532082	
2.0116	-0.04890608	-0.05686499	-0.04532149	
2.0118	-0.04890608	-0.0568657	-0.04532216	
2.012	-0.04890608	-0.0568664	-0.04532284	
2.0122	-0.04890608	-0.0568671	-0.04532351	
2.0124	-0.04890608	-0.0568678	-0.04532418	
2.0126	-0.04890608	-0.0568685	-0.04532485	
2.0128	-0.04890608	-0.0568692	-0.04532551	
2.013	-0.04890608	-0.0568699	-0.04532618	
2.0132	-0.04890608	-0.05687061	-0.04532686	
2.0134	-0.04890608	-0.05687131	-0.04532753	
2.0136	-0.04890608	-0.05687201	-0.04532819	
2.0138	-0.04890608	-0.05687271	-0.04532886	
2.014	-0.04890608	-0.05687341	-0.04532953	
2.0142	-0.04890608	-0.05687411	-0.0453302	
2.0144	-0.04890608	-0.0568748	-0.04533087	
2.0146	-0.04890608	-0.0568755	-0.04533154	
2.0148	-0.04890608	-0.0568762	-0.0453322	
2.015	-0.04890608	-0.05687691	-0.04533288	
2.0152	-0.04890608	-0.05687761	-0.04533354	
2.0154	-0.04890608	-0.0568783	-0.04533421	
2.0156	-0.04890608	-0.056879	-0.04533488	
2.0158	-0.04890608	-0.0568797	-0.04533555	
2.016	-0.04890608	-0.0568804	-0.04533621	
2.0162	-0.04890608	-0.0568811	-0.04533688	
2.0164	-0.04890608	-0.0568818	-0.04533755	
2.0166	-0.04890608	-0.05688249	-0.04533821	
2.0168	-0.04890608	-0.05688319	-0.04533888	
2.017	-0.04890608	-0.05688389	-0.04533955	
2.0172	-0.04890608	-0.05688459	-0.04534021	
2.0174	-0.04890608	-0.05688528	-0.04534088	
2.0176	-0.04890608	-0.05688598	-0.04534155	
2.0178	-0.04890608	-0.05688668	-0.04534221	
2.018	-0.04890608	-0.05688738	-0.04534288	
2.0182	-0.04890608	-0.05688807	-0.04534354	
2.0184	-0.04890608	-0.05688877	-0.04534421	
2.0186	-0.04890608	-0.05688947	-0.04534487	
2.0188	-0.04890608	-0.05689016	-0.04534554	
2.019	-0.04890608	-0.05689086	-0.0453462	
2.0192	-0.04890608	-0.05689155	-0.04534687	
2.0194	-0.04890608	-0.05689225	-0.04534753	
2.0196	-0.04890608	-0.05689295	-0.0453482	
2.0198	-0.04890608	-0.05689364	-0.04534886	
2.02	-0.04890608	-0.05689434	-0.04534953	
2.0202	-0.04890608	-0.05689503	-0.04535019	
2.0204	-0.04890608	-0.05689573	-0.04535086	
2.0206	-0.04890608	-0.05689642	-0.04535152	
2.0208	-0.04890608	-0.05689711	-0.04535218	
2.021	-0.04890608	-0.05689781	-0.04535285	
2.0212	-0.04890608	-0.0568985	-0.04535351	
2.0214	-0.04890608	-0.0568992	-0.04535418	
2.0216	-0.04890608	-0.05689989	-0.04535484	
2.0218	-0.04890608	-0.05690059	-0.0453555	
2.022	-0.04890608	-0.05690128	-0.04535617	
2.0222	-0.04890608	-0.05690197	-0.04535683	
2.0224	-0.04890608	-0.05690267	-0.04535749	
2.0226	-0.04890608	-0.05690336	-0.04535815	
2.0228	-0.04890608	-0.05690406	-0.04535881	
2.023	-0.04890608	-0.05690475	-0.04535948	
2.0232	-0.04890608	-0.05690544	-0.04536014	
2.0234	-0.04890608	-0.05690613	-0.0453608	
2.0236	-0.04890608	-0.05690682	-0.04536146	
2.0238	-0.04890608	-0.05690752	-0.04536212	
2.024	-0.04890608	-0.05690821	-0.04536279	
2.0242	-0.04890608	-0.0569089	-0.04536344	
2.0244	-0.04890608	-0.05690959	-0.04536411	
2.0246	-0.04890608	-0.05691028	-0.04536477	
2.0248	-0.04890608	-0.05691098	-0.04536543	
2.025	-0.04890608	-0.05691167	-0.04536609	
2.0252	-0.04890608	-0.05691236	-0.04536675	
2.0254	-0.04890608	-0.05691305	-0.04536741	
2.0256	-0.04890608	-0.05691374	-0.04536807	
2.0258	-0.04890608	-0.05691443	-0.04536873	
2.026	-0.04890608	-0.05691512	-0.04536939	
2.0262	-0.04890608	-0.05691581	-0.04537005	
2.0264	-0.04890608	-0.0569165	-0.04537071	
2.0266	-0.04890608	-0.05691719	-0.04537137	
2.0268	-0.04890608	-0.05691788	-0.04537203	
2.027	-0.04890608	-0.05691857	-0.04537269	
2.0272	-0.04890608	-0.05691926	-0.04537335	
2.0274	-0.04890608	-0.05691995	-0.04537401	
2.0276	-0.04890608	-0.05692064	-0.04537467	
2.0278	-0.04890608	-0.05692133	-0.04537532	
2.028	-0.04890608	-0.05692201	-0.04537598	
2.0282	-0.04890608	-0.0569227	-0.04537664	
2.0284	-0.04890608	-0.05692339	-0.0453773	
2.0286	-0.04890608	-0.05692408	-0.04537795	
2.0288	-0.04890608	-0.05692477	-0.04537861	
2.029	-0.04890608	-0.05692546	-0.04537927	
2.0292	-0.04890608	-0.05692615	-0.04537993	
2.0294	-0.04890608	-0.05692683	-0.04538058	
2.0296	-0.04890608	-0.05692752	-0.04538124	
2.0298	-0.04890608	-0.05692821	-0.0453819	
2.03	-0.04890608	-0.0569289	-0.04538256	
2.0302	-0.04890608	-0.05692958	-0.04538321	
2.0304	-0.04890608	-0.05693027	-0.04538387	
2.0306	-0.04890608	-0.05693096	-0.04538453	
2.0308	-0.04890608	-0.05693164	-0.04538518	
2.031	-0.04890608	-0.05693233	-0.04538584	
2.0312	-0.04890608	-0.05693302	-0.04538649	
2.0314	-0.04890608	-0.0569337	-0.04538715	
2.0316	-0.04890608	-0.05693439	-0.04538781	
2.0318	-0.04890608	-0.05693507	-0.04538846	
2.032	-0.04890608	-0.05693576	-0.04538912	
2.0322	-0.04890608	-0.05693644	-0.04538977	
2.0324	-0.04890608	-0.05693713	-0.04539043	
2.0326	-0.04890608	-0.05693781	-0.04539108	
2.0328	-0.04890608	-0.0569385	-0.04539174	
2.033	-0.04890608	-0.05693918	-0.04539239	
2.0332	-0.04890608	-0.05693987	-0.04539305	
2.0334	-0.04890608	-0.05694055	-0.0453937	
2.0336	-0.04890608	-0.05694124	-0.04539435	
2.0338	-0.04890608	-0.05694192	-0.04539501	
2.034	-0.04890608	-0.0569426	-0.04539566	
2.0342	-0.04890608	-0.05694329	-0.04539632	
2.0344	-0.04890608	-0.05694397	-0.04539697	
2.0346	-0.04890608	-0.05694466	-0.04539762	
2.0348	-0.04890608	-0.05694534	-0.04539828	
2.035	-0.04890608	-0.05694602	-0.04539893	
2.0352	-0.04890608	-0.05694671	-0.04539958	
2.0354	-0.04890608	-0.05694739	-0.04540024	
2.0356	-0.04890608	-0.05694807	-0.04540089	
2.0358	-0.04890608	-0.05694875	-0.04540154	
2.036	-0.04890608	-0.05694944	-0.0454022	
2.0362	-0.04890608	-0.05695012	-0.04540285	
2.0364	-0.04890608	-0.0569508	-0.0454035	
2.0366	-0.04890608	-0.05695148	-0.04540415	
2.0368	-0.04890608	-0.05695216	-0.0454048	
2.037	-0.04890608	-0.05695285	-0.04540545	
2.0372	-0.04890608	-0.05695353	-0.04540611	
2.0374	-0.04890608	-0.05695421	-0.04540676	
2.0376	-0.04890608	-0.05695489	-0.04540741	
2.0378	-0.04890608	-0.05695557	-0.04540806	
2.038	-0.04890608	-0.05695625	-0.04540871	
2.0382	-0.04890608	-0.05695693	-0.04540936	
2.0384	-0.04890608	-0.05695761	-0.04541001	
2.0386	-0.04890608	-0.05695829	-0.04541066	
2.0388	-0.04890608	-0.05695897	-0.04541131	
2.039	-0.04890608	-0.05695965	-0.04541196	
2.0392	-0.04890608	-0.05696033	-0.04541261	
2.0394	-0.04890608	-0.05696101	-0.04541326	
2.0396	-0.04890608	-0.05696169	-0.04541391	
2.0398	-0.04890608	-0.05696237	-0.04541456	
2.04	-0.04890608	-0.05696305	-0.04541521	
2.0402	-0.04890608	-0.05696373	-0.04541586	
2.0404	-0.04890608	-0.05696441	-0.04541651	
2.0406	-0.04890608	-0.05696509	-0.04541716	
2.0408	-0.04890608	-0.05696576	-0.04541781	
2.041	-0.04890608	-0.05696644	-0.04541846	
2.0412	-0.04890608	-0.05696712	-0.0454191	
2.0414	-0.04890608	-0.0569678	-0.04541975	
2.0416	-0.04890608	-0.05696848	-0.0454204	
2.0418	-0.04890608	-0.05696915	-0.04542105	
2.042	-0.04890608	-0.05696983	-0.0454217	
2.0422	-0.04890608	-0.05697051	-0.04542235	
2.0424	-0.04890608	-0.05697119	-0.04542299	
2.0426	-0.04890608	-0.05697187	-0.04542364	
2.0428	-0.04890608	-0.05697254	-0.04542429	
2.043	-0.04890608	-0.05697322	-0.04542493	
2.0432	-0.04890608	-0.0569739	-0.04542558	
2.0434	-0.04890608	-0.05697457	-0.04542623	
2.0436	-0.04890608	-0.05697525	-0.04542688	
2.0438	-0.04890608	-0.05697592	-0.04542752	
2.044	-0.04890608	-0.0569766	-0.04542817	
2.0442	-0.04890608	-0.05697728	-0.04542882	
2.0444	-0.04890608	-0.05697795	-0.04542946	
2.0446	-0.04890608	-0.05697863	-0.04543011	
2.0448	-0.04890608	-0.0569793	-0.04543075	
2.045	-0.04890608	-0.05697998	-0.0454314	
2.0452	-0.04890608	-0.05698065	-0.04543205	
2.0454	-0.04890608	-0.05698133	-0.04543269	
2.0456	-0.04890608	-0.056982	-0.04543334	
2.0458	-0.04890608	-0.05698268	-0.04543398	
2.046	-0.04890608	-0.05698335	-0.04543463	
2.0462	-0.04890608	-0.05698403	-0.04543527	
2.0464	-0.04890608	-0.0569847	-0.04543592	
2.0466	-0.04890608	-0.05698537	-0.04543656	
2.0468	-0.04890608	-0.05698605	-0.04543721	
2.047	-0.04890608	-0.05698672	-0.04543785	
2.0472	-0.04890608	-0.05698739	-0.04543849	
2.0474	-0.04890608	-0.05698807	-0.04543914	
2.0476	-0.04890608	-0.05698874	-0.04543978	
2.0478	-0.04890608	-0.05698941	-0.04544042	
2.048	-0.04890608	-0.05699009	-0.04544107	
2.0482	-0.04890608	-0.05699076	-0.04544171	
2.0484	-0.04890608	-0.05699143	-0.04544235	
2.0486	-0.04890608	-0.05699211	-0.045443	
2.0488	-0.04890608	-0.05699278	-0.04544364	
2.049	-0.04890608	-0.05699345	-0.04544428	
2.0492	-0.04890608	-0.05699412	-0.04544493	
2.0494	-0.04890608	-0.05699479	-0.04544557	
2.0496	-0.04890608	-0.05699547	-0.04544621	
2.0498	-0.04890608	-0.05699614	-0.04544685	
2.05	-0.04890608	-0.05699681	-0.0454475	
2.0502	-0.04890608	-0.05699748	-0.04544814	
2.0504	-0.04890608	-0.05699815	-0.04544878	
2.0506	-0.04890608	-0.05699882	-0.04544942	
2.0508	-0.04890608	-0.05699949	-0.04545007	
2.051	-0.04890608	-0.05700016	-0.04545071	
2.0512	-0.04890608	-0.05700083	-0.04545135	
2.0514	-0.04890608	-0.0570015	-0.04545199	
2.0516	-0.04890608	-0.05700217	-0.04545263	
2.0518	-0.04890608	-0.05700284	-0.04545327	
2.052	-0.04890608	-0.05700351	-0.04545391	
2.0522	-0.04890608	-0.05700418	-0.04545455	
2.0524	-0.04890608	-0.05700485	-0.04545519	
2.0526	-0.04890608	-0.05700552	-0.04545583	
2.0528	-0.04890608	-0.05700619	-0.04545647	
2.053	-0.04890608	-0.05700686	-0.04545711	
2.0532	-0.04890608	-0.05700753	-0.04545775	
2.0534	-0.04890608	-0.0570082	-0.04545839	
2.0536	-0.04890608	-0.05700886	-0.04545903	
2.0538	-0.04890608	-0.05700953	-0.04545967	
2.054	-0.04890608	-0.0570102	-0.04546031	
2.0542	-0.04890608	-0.05701087	-0.04546095	
2.0544	-0.04890608	-0.05701154	-0.04546159	
2.0546	-0.04890608	-0.0570122	-0.04546222	
2.0548	-0.04890608	-0.05701287	-0.04546287	
2.055	-0.04890608	-0.05701354	-0.0454635	
2.0552	-0.04890608	-0.0570142	-0.04546414	
2.0554	-0.04890608	-0.05701487	-0.04546478	
2.0556	-0.04890608	-0.05701554	-0.04546542	
2.0558	-0.04890608	-0.05701621	-0.04546605	
2.056	-0.04890608	-0.05701687	-0.04546669	
2.0562	-0.04890608	-0.05701754	-0.04546733	
2.0564	-0.04890608	-0.05701821	-0.04546797	
2.0566	-0.04890608	-0.05701887	-0.04546861	
2.0568	-0.04890608	-0.05701954	-0.04546924	
2.057	-0.04890608	-0.0570202	-0.04546988	
2.0572	-0.04890608	-0.05702087	-0.04547052	
2.0574	-0.04890608	-0.05702154	-0.04547115	
2.0576	-0.04890608	-0.0570222	-0.04547179	
2.0578	-0.04890608	-0.05702287	-0.04547242	
2.058	-0.04890608	-0.05702353	-0.04547306	
2.0582	-0.04890608	-0.0570242	-0.0454737	
2.0584	-0.04890608	-0.05702486	-0.04547434	
2.0586	-0.04890608	-0.05702553	-0.04547497	
2.0588	-0.04890608	-0.05702619	-0.04547561	
2.059	-0.04890608	-0.05702685	-0.04547624	
2.0592	-0.04890608	-0.05702752	-0.04547688	
2.0594	-0.04890608	-0.05702818	-0.04547751	
2.0596	-0.04890608	-0.05702884	-0.04547815	
2.0598	-0.04890608	-0.05702951	-0.04547878	
2.06	-0.04890608	-0.05703017	-0.04547942	
2.0602	-0.04890608	-0.05703083	-0.04548005	
2.0604	-0.04890608	-0.0570315	-0.04548069	
2.0606	-0.04890608	-0.05703216	-0.04548132	
2.0608	-0.04890608	-0.05703282	-0.04548196	
2.061	-0.04890608	-0.05703349	-0.04548259	
2.0612	-0.04890608	-0.05703415	-0.04548322	
2.0614	-0.04890608	-0.05703481	-0.04548386	
2.0616	-0.04890608	-0.05703547	-0.04548449	
2.0618	-0.04890608	-0.05703614	-0.04548512	
2.062	-0.04890608	-0.0570368	-0.04548576	
2.0622	-0.04890608	-0.05703746	-0.04548639	
2.0624	-0.04890608	-0.05703812	-0.04548702	
2.0626	-0.04890608	-0.05703878	-0.04548766	
2.0628	-0.04890608	-0.05703944	-0.04548829	
2.063	-0.04890608	-0.05704011	-0.04548892	
2.0632	-0.04890608	-0.05704077	-0.04548956	
2.0634	-0.04890608	-0.05704143	-0.04549019	
2.0636	-0.04890608	-0.05704209	-0.04549082	
2.0638	-0.04890608	-0.05704275	-0.04549145	
2.064	-0.04890608	-0.05704341	-0.04549209	
2.0642	-0.04890608	-0.05704407	-0.04549272	
2.0644	-0.04890608	-0.05704473	-0.04549335	
2.0646	-0.04890608	-0.05704539	-0.04549398	
2.0648	-0.04890608	-0.05704605	-0.04549461	
2.065	-0.04890608	-0.05704671	-0.04549524	
2.0652	-0.04890608	-0.05704737	-0.04549588	
2.0654	-0.04890608	-0.05704803	-0.0454965	
2.0656	-0.04890608	-0.05704869	-0.04549714	
2.0658	-0.04890608	-0.05704935	-0.04549777	
2.066	-0.04890608	-0.05705	-0.0454984	
2.0662	-0.04890608	-0.05705066	-0.04549903	
2.0664	-0.04890608	-0.05705132	-0.04549966	
2.0666	-0.04890608	-0.05705198	-0.04550029	
2.0668	-0.04890608	-0.05705264	-0.04550092	
2.067	-0.04890608	-0.05705329	-0.04550155	
2.0672	-0.04890608	-0.05705395	-0.04550218	
2.0674	-0.04890608	-0.05705461	-0.04550281	
2.0676	-0.04890608	-0.05705527	-0.04550344	
2.0678	-0.04890608	-0.05705592	-0.04550407	
2.068	-0.04890608	-0.05705658	-0.0455047	
2.0682	-0.04890608	-0.05705724	-0.04550532	
2.0684	-0.04890608	-0.0570579	-0.04550595	
2.0686	-0.04890608	-0.05705855	-0.04550658	
2.0688	-0.04890608	-0.05705921	-0.04550721	
2.069	-0.04890608	-0.05705987	-0.04550784	
2.0692	-0.04890608	-0.05706052	-0.04550847	
2.0694	-0.04890608	-0.05706118	-0.0455091	
2.0696	-0.04890608	-0.05706184	-0.04550972	
2.0698	-0.04890608	-0.05706249	-0.04551035	
2.07	-0.04890608	-0.05706315	-0.04551098	
2.0702	-0.04890608	-0.0570638	-0.04551161	
2.0704	-0.04890608	-0.05706446	-0.04551223	
2.0706	-0.04890608	-0.05706511	-0.04551286	
2.0708	-0.04890608	-0.05706577	-0.04551349	
2.071	-0.04890608	-0.05706643	-0.04551411	
2.0712	-0.04890608	-0.05706708	-0.04551474	
2.0714	-0.04890608	-0.05706773	-0.04551537	
2.0716	-0.04890608	-0.05706839	-0.045516	
2.0718	-0.04890608	-0.05706904	-0.04551662	
2.072	-0.04890608	-0.0570697	-0.04551725	
2.0722	-0.04890608	-0.05707035	-0.04551787	
2.0724	-0.04890608	-0.057071	-0.0455185	
2.0726	-0.04890608	-0.05707166	-0.04551912	
2.0728	-0.04890608	-0.05707231	-0.04551975	
2.073	-0.04890608	-0.05707297	-0.04552038	
2.0732	-0.04890608	-0.05707362	-0.045521	
2.0734	-0.04890608	-0.05707427	-0.04552163	
2.0736	-0.04890608	-0.05707493	-0.04552225	
2.0738	-0.04890608	-0.05707558	-0.04552288	
2.074	-0.04890608	-0.05707623	-0.0455235	
2.0742	-0.04890608	-0.05707688	-0.04552413	
2.0744	-0.04890608	-0.05707753	-0.04552475	
2.0746	-0.04890608	-0.05707819	-0.04552538	
2.0748	-0.04890608	-0.05707884	-0.045526	
2.075	-0.04890608	-0.05707949	-0.04552663	
2.0752	-0.04890608	-0.05708014	-0.04552725	
2.0754	-0.04890608	-0.05708079	-0.04552788	
2.0756	-0.04890608	-0.05708145	-0.0455285	
2.0758	-0.04890608	-0.0570821	-0.04552912	
2.076	-0.04890608	-0.05708275	-0.04552975	
2.0762	-0.04890608	-0.0570834	-0.04553037	
2.0764	-0.04890608	-0.05708405	-0.04553099	
2.0766	-0.04890608	-0.0570847	-0.04553162	
2.0768	-0.04890608	-0.05708535	-0.04553224	
2.077	-0.04890608	-0.057086	-0.04553286	
2.0772	-0.04890608	-0.05708665	-0.04553348	
2.0774	-0.04890608	-0.0570873	-0.0455341	
2.0776	-0.04890608	-0.05708795	-0.04553473	
2.0778	-0.04890608	-0.0570886	-0.04553535	
2.078	-0.04890608	-0.05708925	-0.04553597	
2.0782	-0.04890608	-0.0570899	-0.04553659	
2.0784	-0.04890608	-0.05709055	-0.04553721	
2.0786	-0.04890608	-0.0570912	-0.04553784	
2.0788	-0.04890608	-0.05709185	-0.04553846	
2.079	-0.04890608	-0.0570925	-0.04553908	
2.0792	-0.04890608	-0.05709315	-0.0455397	
2.0794	-0.04890608	-0.0570938	-0.04554032	
2.0796	-0.04890608	-0.05709444	-0.04554094	
2.0798	-0.04890608	-0.05709509	-0.04554156	
2.08	-0.04890608	-0.05709574	-0.04554218	
2.0802	-0.04890608	-0.05709639	-0.0455428	
2.0804	-0.04890608	-0.05709704	-0.04554342	
2.0806	-0.04890608	-0.05709768	-0.04554405	
2.0808	-0.04890608	-0.05709833	-0.04554467	
2.081	-0.04890608	-0.05709898	-0.04554528	
2.0812	-0.04890608	-0.05709963	-0.04554591	
2.0814	-0.04890608	-0.05710027	-0.04554652	
2.0816	-0.04890608	-0.05710092	-0.04554714	
2.0818	-0.04890608	-0.05710157	-0.04554776	
2.082	-0.04890608	-0.05710221	-0.04554838	
2.0822	-0.04890608	-0.05710286	-0.045549	
2.0824	-0.04890608	-0.05710351	-0.04554962	
2.0826	-0.04890608	-0.05710415	-0.04555024	
2.0828	-0.04890608	-0.0571048	-0.04555086	
2.083	-0.04890608	-0.05710544	-0.04555148	
2.0832	-0.04890608	-0.05710609	-0.04555209	
2.0834	-0.04890608	-0.05710674	-0.04555271	
2.0836	-0.04890608	-0.05710738	-0.04555333	
2.0838	-0.04890608	-0.05710803	-0.04555395	
2.084	-0.04890608	-0.05710867	-0.04555457	
